student_name,register_number,department,cgpa,tenth_percentage,twelfth_percentage,aptitude_score,coding_score,communication_skill,internship,certifications,projects_completed,backlogs,placed
Student_260,REG20260260,Computer Science and Engineering,7.86,93.51,97.52,43,43.0,Average,No,1,4,0,0
Student_261,REG20260261,Electrical and Electronics Engineering,7.45,63.79,75.78,61,47.0,Average,Yes,1,2,0,1
Student_262,REG20260262,Other,9.13,76.84,97.44,89,74.0,Excellent,Yes,0,3,0,1
Student_263,REG20260263,Computer Science and Engineering,5.92,73.03,87.45,77,89.0,Excellent,Yes,0,1,0,1
Student_264,REG20260264,Electronics and Communication Engineering,7.6,55.78,65.69,62,77.0,Good,Yes,1,1,3,0
Student_265,REG20260265,Artificial Intelligence and Data Science,6.15,89.09,78.15,98,78.0,Good,,2,4,0,1
Student_266,REG20260266,Mechanical Engineering,6.9,57.97,97.66,65,67.0,Good,Yes,1,2,1,0
Student_267,REG20260267,Mechanical Engineering,8.67,75.39,91.87,90,58.0,Average,Yes,0,3,2,0
Student_268,REG20260268,Mechanical Engineering,7.55,79.11,59.19,50,70.0,Average,No,0,4,1,0
Student_269,REG20260269,Information Technology,7.12,82.02,85.37,67,44.0,Average,Yes,0,2,0,0
Student_270,REG20260270,Information Technology,7.2,84.61,69.86,95,54.0,Good,No,1,1,0,0
Student_271,REG20260271,Civil Engineering,7.48,65.89,55.3,41,46.0,Poor,Yes,2,0,0,0
Student_272,REG20260272,Civil Engineering,8.88,55.43,72.35,98,96.0,Average,No,0,0,0,1
Student_273,REG20260273,Artificial Intelligence and Data Science,9.34,86.11,65.09,47,,Good,No,2,1,0,0
Student_274,REG20260274,Artificial Intelligence and Data Science,9.61,78.03,90.21,68,97.0,Good,No,1,0,1,0
Student_275,REG20260275,Electronics and Communication Engineering,8.88,90.95,69.51,50,59.0,Good,No,1,1,0,0
Student_276,REG20260276,Electronics and Communication Engineering,6.86,90.32,90.58,76,46.0,Excellent,Yes,4,1,0,0
Student_277,REG20260277,Civil Engineering,8.46,91.26,55.03,57,55.0,Poor,No,0,1,3,0
Student_278,REG20260278,Electrical and Electronics Engineering,7.38,75.86,68.24,94,59.0,Good,No,3,1,0,0
Student_279,REG20260279,Mechanical Engineering,6.6,69.35,65.37,89,45.0,Good,No,0,0,0,0
Student_280,REG20260280,Civil Engineering,9.12,89.04,65.04,53,98.0,Good,No,0,0,1,0
Student_281,REG20260281,Artificial Intelligence and Data Science,5.67,74.41,57.93,93,84.0,Average,No,2,2,0,0
Student_282,REG20260282,Information Technology,9.38,62.89,63.05,49,96.0,Average,No,3,1,0,1
Student_283,REG20260283,Information Technology,,91.76,78.89,74,83.0,Excellent,Yes,1,1,0,1
Student_284,REG20260284,Computer Science and Engineering,8.24,92.95,67.53,48,48.0,Good,No,1,2,1,0
Student_285,REG20260285,Electrical and Electronics Engineering,8.34,75.05,72.95,74,35.0,Excellent,Yes,1,2,0,1
Student_286,REG20260286,Computer Science and Engineering,9.35,58.26,71.21,50,59.0,Good,No,2,1,0,0
Student_287,REG20260287,Electronics and Communication Engineering,8.24,71.68,92.66,83,93.0,Good,Yes,0,2,0,1
Student_288,REG20260288,Electronics and Communication Engineering,8.14,89.55,93.93,51,39.0,Good,Yes,2,4,0,1
Student_289,REG20260289,Information Technology,5.79,93.78,76.2,42,53.0,Good,No,1,3,0,0
Student_290,REG20260290,Electrical and Electronics Engineering,7.73,63.75,69.2,92,57.0,Average,No,1,1,0,0
Student_291,REG20260291,Computer Science and Engineering,6.15,57.88,59.59,78,43.0,Good,No,1,2,0,0
Student_292,REG20260292,Computer Science and Engineering,8.67,92.73,96.0,53,84.0,Good,Yes,1,0,0,1
Student_293,REG20260293,Civil Engineering,7.7,71.74,57.59,95,50.0,Average,Yes,3,2,0,0
Student_294,REG20260294,Information Technology,8.42,78.3,67.8,67,67.0,Average,No,1,4,0,0
Student_295,REG20260295,Computer Science and Engineering,5.68,96.63,67.82,50,36.0,Poor,No,3,1,0,0
Student_296,REG20260296,Electronics and Communication Engineering,5.86,57.86,68.78,78,48.0,Excellent,No,0,3,0,0
Student_297,REG20260297,Civil Engineering,8.58,82.88,62.06,64,35.0,Poor,No,1,1,0,0
Student_298,REG20260298,Computer Science and Engineering,5.81,58.19,88.68,60,92.0,,No,2,5,1,0
Student_299,REG20260299,Electrical and Electronics Engineering,5.81,71.15,60.27,49,50.0,Average,No,1,2,1,0
Student_300,REG20260300,Computer Science and Engineering,5.55,89.56,82.3,82,81.0,Average,No,1,0,0,0
Student_301,REG20260301,Computer Science and Engineering,9.61,73.64,60.33,54,78.0,Good,No,1,2,0,1
Student_302,REG20260302,Electronics and Communication Engineering,8.67,97.88,58.03,58,48.0,Poor,No,2,1,0,0
Student_303,REG20260303,Electronics and Communication Engineering,7.02,79.04,94.11,87,58.0,Good,No,2,0,0,0
Student_304,REG20260304,Electrical and Electronics Engineering,6.78,68.81,63.18,61,89.0,Good,No,0,2,0,0
Student_305,REG20260305,Mechanical Engineering,7.0,64.46,90.31,60,49.0,Good,No,2,1,0,0
Student_306,REG20260306,Other,8.83,70.07,78.42,99,68.0,Average,Yes,1,2,1,1
Student_307,REG20260307,Electronics and Communication Engineering,8.34,71.02,58.35,91,36.0,Excellent,Yes,0,1,0,1
Student_308,REG20260308,Information Technology,6.3,57.95,96.08,83,61.0,Good,No,2,0,0,0
Student_309,REG20260309,Civil Engineering,6.25,70.89,65.62,71,57.0,Excellent,Yes,1,4,1,0
Student_310,REG20260310,Information Technology,5.92,74.96,91.96,89,48.0,Good,Yes,2,1,0,0
Student_311,REG20260311,Electronics and Communication Engineering,8.34,86.08,62.26,62,97.0,Good,No,0,2,0,0
Student_312,REG20260312,Computer Science and Engineering,8.79,83.24,91.72,52,99.0,Excellent,No,0,2,3,0
Student_313,REG20260313,Computer Science and Engineering,6.64,85.48,55.57,44,97.0,Excellent,No,1,2,2,0
Student_314,REG20260314,Other,5.59,55.36,77.01,43,98.0,Average,No,0,3,1,0
Student_315,REG20260315,Artificial Intelligence and Data Science,5.85,64.36,88.09,67,66.0,Average,No,2,2,0,0
Student_316,REG20260316,Mechanical Engineering,9.66,83.45,95.2,53,47.0,Average,No,0,1,0,0
Student_317,REG20260317,Electronics and Communication Engineering,6.77,75.81,94.1,47,100.0,Average,No,1,3,2,0
Student_318,REG20260318,Computer Science and Engineering,8.81,55.23,90.24,48,53.0,Average,No,0,0,0,0
Student_319,REG20260319,Computer Science and Engineering,8.19,89.59,93.19,96,58.0,Average,No,0,1,1,0
Student_320,REG20260320,Information Technology,7.14,88.23,63.57,90,,Excellent,No,2,4,0,0
Student_321,REG20260321,Electronics and Communication Engineering,6.38,78.58,67.22,74,93.0,Poor,Yes,0,2,0,1
Student_322,REG20260322,Mechanical Engineering,6.02,57.86,67.43,76,49.0,Good,Yes,1,2,3,0
Student_323,REG20260323,Mechanical Engineering,8.14,87.96,71.21,60,44.0,Average,No,3,2,0,0
Student_324,REG20260324,Information Technology,8.83,80.1,71.91,97,75.0,Average,Yes,1,3,0,1
Student_325,REG20260325,Other,8.27,88.62,78.42,57,61.0,Poor,No,2,3,0,0
Student_326,REG20260326,Mechanical Engineering,7.78,87.33,61.87,72,94.0,Average,No,0,1,0,1
Student_327,REG20260327,Electrical and Electronics Engineering,5.68,89.53,84.72,47,86.0,Good,No,0,0,0,0
Student_328,REG20260328,Electrical and Electronics Engineering,9.66,77.27,62.21,90,62.0,Excellent,No,2,1,0,1
Student_329,REG20260329,Electronics and Communication Engineering,8.93,61.03,68.34,88,99.0,Average,No,1,2,0,1
Student_330,REG20260330,Computer Science and Engineering,6.76,83.86,76.64,56,51.0,Good,Yes,1,1,1,0
Student_331,REG20260331,Information Technology,9.71,81.68,89.25,82,78.0,Good,No,1,0,0,1
Student_332,REG20260332,Civil Engineering,8.09,86.92,86.8,70,44.0,Excellent,No,1,1,3,0
Student_333,REG20260333,Computer Science and Engineering,8.0,62.3,82.76,73,97.0,Good,No,0,4,0,1
Student_334,REG20260334,Computer Science and Engineering,8.72,63.38,61.7,45,81.0,Good,No,2,2,0,0
Student_335,REG20260335,Computer Science and Engineering,8.99,93.29,78.52,61,72.0,Good,Yes,1,1,0,1
Student_336,REG20260336,Computer Science and Engineering,8.32,87.25,58.76,53,87.0,Good,Yes,1,0,1,0
Student_337,REG20260337,Artificial Intelligence and Data Science,6.05,94.05,71.23,42,78.0,Poor,Yes,2,1,4,0
Student_338,REG20260338,Mechanical Engineering,6.95,87.62,72.78,51,88.0,Average,No,0,0,1,0
Student_339,REG20260339,Electronics and Communication Engineering,9.49,80.68,56.71,75,54.0,Excellent,No,0,0,0,0
Student_340,REG20260340,Computer Science and Engineering,6.47,83.13,66.78,51,65.0,Good,No,2,3,0,0
Student_341,REG20260341,Electronics and Communication Engineering,7.1,93.23,96.09,84,41.0,Good,No,2,5,1,0
Student_342,REG20260342,Electronics and Communication Engineering,7.36,79.89,96.01,41,92.0,Good,No,1,0,2,0
Student_343,REG20260343,Computer Science and Engineering,7.39,82.19,70.15,41,44.0,Average,No,0,0,3,0
Student_344,REG20260344,Electronics and Communication Engineering,8.14,61.73,56.85,54,44.0,Good,Yes,0,1,0,1
Student_345,REG20260345,Information Technology,9.56,75.38,62.7,62,73.0,Good,Yes,1,1,4,0
Student_346,REG20260346,Electrical and Electronics Engineering,,85.81,71.87,68,62.0,Average,No,0,1,0,0
Student_347,REG20260347,Electrical and Electronics Engineering,6.02,66.65,95.75,56,64.0,Good,No,2,1,0,0
Student_348,REG20260348,Computer Science and Engineering,6.35,63.7,61.07,71,71.0,Excellent,No,3,1,0,0
Student_349,REG20260349,Information Technology,9.31,68.49,87.83,46,77.0,Average,No,2,2,0,1
Student_350,REG20260350,Electrical and Electronics Engineering,8.28,65.38,59.67,69,86.0,Good,No,0,2,1,0
Student_351,REG20260351,Electronics and Communication Engineering,6.73,64.24,97.19,67,90.0,Average,Yes,2,2,1,0
Student_352,REG20260352,Artificial Intelligence and Data Science,9.01,73.27,71.41,53,43.0,Good,,0,1,1,0
Student_353,REG20260353,Mechanical Engineering,9.2,94.04,88.34,83,57.0,Average,No,0,3,0,1
Student_354,REG20260354,Computer Science and Engineering,9.14,76.8,69.73,69,97.0,Good,No,0,4,0,1
Student_355,REG20260355,Computer Science and Engineering,9.45,63.08,81.99,56,95.0,Excellent,Yes,0,0,1,1
Student_356,REG20260356,Electrical and Electronics Engineering,6.58,58.31,63.26,71,74.0,Average,Yes,3,1,0,0
Student_357,REG20260357,Computer Science and Engineering,8.75,84.93,61.28,85,78.0,Excellent,Yes,0,1,1,1
Student_358,REG20260358,Electrical and Electronics Engineering,7.48,71.46,95.34,45,58.0,Excellent,No,0,0,0,0
Student_359,REG20260359,Artificial Intelligence and Data Science,9.12,90.34,94.46,90,85.0,Average,No,4,1,0,1
Student_360,REG20260360,Electrical and Electronics Engineering,8.63,83.36,93.16,63,92.0,Average,Yes,0,2,0,1
Student_361,REG20260361,Information Technology,8.84,89.24,81.89,45,67.0,Excellent,Yes,2,1,2,0
Student_362,REG20260362,Electrical and Electronics Engineering,8.32,66.69,89.76,66,50.0,Excellent,Yes,0,1,0,1
Student_363,REG20260363,Electronics and Communication Engineering,6.26,84.77,57.97,57,56.0,Poor,No,0,1,0,0
Student_364,REG20260364,Electronics and Communication Engineering,7.84,66.35,69.4,63,91.0,Poor,Yes,3,4,1,0
Student_365,REG20260365,Artificial Intelligence and Data Science,9.73,95.38,68.49,76,96.0,Average,No,0,1,0,1
Student_366,REG20260366,Information Technology,9.53,82.36,82.33,95,64.0,Excellent,Yes,1,2,2,0
Student_367,REG20260367,Other,5.69,68.95,70.31,63,57.0,Average,Yes,0,0,0,0
Student_368,REG20260368,Artificial Intelligence and Data Science,6.21,66.59,61.39,77,66.0,Good,No,0,0,0,0
Student_369,REG20260369,Computer Science and Engineering,6.07,63.21,80.65,73,91.0,Good,No,0,2,2,0
Student_370,REG20260370,Computer Science and Engineering,,84.87,90.02,79,43.0,Poor,Yes,0,0,0,1
Student_371,REG20260371,Computer Science and Engineering,9.02,64.4,71.43,86,65.0,Good,No,0,0,0,1
Student_372,REG20260372,Computer Science and Engineering,6.42,80.6,60.69,54,43.0,Average,No,2,0,0,0
Student_373,REG20260373,Computer Science and Engineering,7.68,66.38,63.46,50,47.0,Excellent,No,1,2,0,0
Student_374,REG20260374,Mechanical Engineering,9.12,83.46,65.21,61,92.0,Average,No,0,2,0,1
Student_375,REG20260375,Computer Science and Engineering,8.65,90.04,67.9,93,37.0,Good,No,1,1,0,0
Student_376,REG20260376,Information Technology,7.83,88.46,82.64,63,69.0,Good,No,3,2,1,0
Student_377,REG20260377,Artificial Intelligence and Data Science,8.04,87.72,80.84,40,55.0,Average,Yes,3,0,1,0
Student_378,REG20260378,Computer Science and Engineering,7.69,63.07,84.93,57,98.0,Poor,No,1,2,0,1
Student_379,REG20260379,Civil Engineering,6.78,58.8,70.59,83,86.0,Average,No,2,1,0,0
Student_380,REG20260380,Information Technology,7.93,85.05,90.43,51,68.0,,Yes,0,2,0,1
Student_381,REG20260381,Computer Science and Engineering,8.46,70.84,63.78,96,69.0,Good,Yes,0,5,0,1
Student_382,REG20260382,Mechanical Engineering,9.26,73.59,75.17,82,49.0,Good,Yes,1,3,0,1
Student_383,REG20260383,Electrical and Electronics Engineering,8.24,56.34,89.44,67,40.0,Good,No,1,0,0,0
Student_384,REG20260384,Artificial Intelligence and Data Science,8.77,66.16,62.75,79,66.0,Good,No,1,3,0,0
Student_385,REG20260385,Mechanical Engineering,6.19,56.45,59.72,99,86.0,Good,No,1,0,0,1
Student_386,REG20260386,Civil Engineering,7.48,92.8,93.0,46,62.0,Good,Yes,4,4,0,1
Student_387,REG20260387,Information Technology,5.54,65.47,69.75,62,98.0,Average,No,2,1,1,0
Student_388,REG20260388,Computer Science and Engineering,6.56,78.97,84.41,60,53.0,Average,No,1,1,1,0
Student_389,REG20260389,Civil Engineering,8.62,56.68,56.09,73,49.0,Average,No,1,0,0,0
Student_390,REG20260390,Civil Engineering,9.76,83.67,84.67,50,40.0,Good,No,0,0,1,0
Student_391,REG20260391,Other,5.93,68.89,68.59,61,72.0,Average,No,0,2,0,0
Student_392,REG20260392,Electronics and Communication Engineering,7.23,93.61,57.4,81,60.0,Average,No,0,3,2,0
Student_393,REG20260393,Information Technology,8.94,93.19,81.22,74,85.0,Poor,No,1,2,0,1
Student_394,REG20260394,Civil Engineering,6.38,68.99,65.35,91,87.0,Good,No,0,2,1,0
Student_395,REG20260395,Information Technology,7.89,93.74,71.63,68,90.0,Average,No,2,2,0,1
Student_396,REG20260396,Artificial Intelligence and Data Science,8.65,97.83,58.46,81,93.0,Average,No,0,1,0,1
Student_397,REG20260397,Artificial Intelligence and Data Science,8.15,90.49,61.33,67,92.0,Average,Yes,1,0,0,1
Student_398,REG20260398,Electronics and Communication Engineering,6.31,91.33,67.81,98,47.0,Average,Yes,0,0,0,0
Student_399,REG20260399,Civil Engineering,7.03,65.71,58.86,57,77.0,Good,Yes,0,1,0,0
Student_400,REG20260400,Civil Engineering,8.87,79.8,94.17,53,85.0,Average,No,2,1,0,1
Student_401,REG20260401,Computer Science and Engineering,7.88,57.89,55.26,57,53.0,Average,No,1,0,1,0
Student_402,REG20260402,Artificial Intelligence and Data Science,5.52,59.08,75.81,67,55.0,Good,Yes,3,0,0,0
Student_403,REG20260403,Electronics and Communication Engineering,8.77,97.95,60.3,63,58.0,Average,Yes,5,0,0,1
Student_404,REG20260404,Civil Engineering,5.65,69.05,68.23,47,60.0,Average,No,0,3,0,0
Student_405,REG20260405,Information Technology,8.71,87.17,94.82,81,79.0,Excellent,No,0,0,3,0
Student_406,REG20260406,Artificial Intelligence and Data Science,6.37,89.69,61.95,93,62.0,Average,No,2,1,1,0
Student_407,REG20260407,Information Technology,9.62,91.9,96.53,84,63.0,Average,No,5,2,1,0
Student_408,REG20260408,Computer Science and Engineering,7.08,97.9,63.85,92,51.0,Poor,No,1,1,0,0
Student_409,REG20260409,Artificial Intelligence and Data Science,6.91,65.38,86.89,47,78.0,Good,No,2,0,0,0
Student_410,REG20260410,Computer Science and Engineering,6.14,56.74,78.51,43,95.0,Good,No,2,1,0,0
Student_411,REG20260411,Information Technology,6.81,72.68,93.03,66,59.0,Good,Yes,0,0,0,0
Student_412,REG20260412,Other,9.27,60.59,78.82,75,36.0,Good,No,1,1,0,0
Student_413,REG20260413,Other,9.78,55.96,77.99,44,,Average,No,2,0,0,1
Student_414,REG20260414,Electrical and Electronics Engineering,7.08,70.5,63.4,72,60.0,Average,No,1,2,0,0
Student_415,REG20260415,Electrical and Electronics Engineering,7.43,88.7,62.15,88,61.0,Good,No,0,2,0,0
Student_416,REG20260416,Electronics and Communication Engineering,8.6,79.35,94.41,73,52.0,Excellent,No,0,1,0,0
Student_417,REG20260417,Information Technology,9.31,68.45,69.1,69,88.0,Average,Yes,0,1,1,1
Student_418,REG20260418,Information Technology,8.05,83.14,71.0,47,35.0,Good,No,0,1,0,0
Student_419,REG20260419,Mechanical Engineering,7.18,64.98,87.67,78,95.0,Average,Yes,3,3,1,0
Student_420,REG20260420,Civil Engineering,,55.62,69.57,86,37.0,Poor,Yes,0,1,0,0
Student_421,REG20260421,Civil Engineering,8.49,87.87,95.94,65,75.0,Average,Yes,0,2,0,1
Student_422,REG20260422,Civil Engineering,5.51,81.82,86.73,96,71.0,Average,No,0,2,0,0
Student_423,REG20260423,Computer Science and Engineering,8.16,87.78,80.69,76,85.0,Good,No,1,1,1,0
Student_424,REG20260424,Electronics and Communication Engineering,7.03,56.67,92.88,73,49.0,Good,No,1,1,0,0
Student_425,REG20260425,Computer Science and Engineering,8.92,91.0,57.13,46,42.0,Average,No,0,1,1,0
Student_426,REG20260426,Electronics and Communication Engineering,5.9,81.64,66.05,79,72.0,Poor,No,0,0,0,0
Student_427,REG20260427,Electronics and Communication Engineering,8.03,79.23,75.0,67,90.0,Good,No,0,0,0,1
Student_428,REG20260428,Artificial Intelligence and Data Science,7.57,81.86,64.76,78,81.0,Average,No,1,0,1,0
Student_429,REG20260429,Information Technology,8.26,92.17,86.99,78,,Good,No,0,0,0,0
Student_430,REG20260430,Computer Science and Engineering,5.78,80.24,94.53,67,83.0,Average,No,3,1,1,0
Student_431,REG20260431,Computer Science and Engineering,7.99,79.98,73.22,53,75.0,Good,No,1,3,0,0
Student_432,REG20260432,Civil Engineering,7.91,97.6,69.71,92,64.0,Average,No,0,1,0,0
Student_433,REG20260433,Electrical and Electronics Engineering,7.91,87.54,96.35,89,39.0,Poor,No,1,3,1,0
Student_434,REG20260434,Computer Science and Engineering,8.09,74.02,74.13,77,65.0,Average,Yes,0,4,3,0
Student_435,REG20260435,Computer Science and Engineering,8.41,85.42,76.03,43,86.0,Average,Yes,1,4,0,1
Student_436,REG20260436,Mechanical Engineering,8.96,71.74,70.12,81,57.0,Average,No,0,3,1,0
Student_437,REG20260437,Computer Science and Engineering,6.66,64.84,94.11,57,82.0,Good,No,1,1,0,0
Student_438,REG20260438,Civil Engineering,9.05,80.66,79.47,83,74.0,Average,Yes,2,0,1,1
Student_439,REG20260439,Mechanical Engineering,,94.91,87.77,87,,Poor,No,3,2,0,0
Student_440,REG20260440,Computer Science and Engineering,5.83,94.95,89.91,64,72.0,Good,Yes,0,2,0,1
Student_441,REG20260441,Computer Science and Engineering,5.75,69.7,69.7,46,75.0,Good,No,0,3,0,0
Student_442,REG20260442,Other,6.94,77.69,73.65,77,61.0,Excellent,No,1,5,0,0
Student_443,REG20260443,Information Technology,8.88,64.1,91.48,67,91.0,Good,No,3,1,0,1
Student_444,REG20260444,Information Technology,8.54,97.81,70.62,44,51.0,Good,Yes,3,1,0,1
Student_445,REG20260445,Civil Engineering,8.89,97.19,89.14,42,81.0,Good,Yes,0,0,0,1
Student_446,REG20260446,Artificial Intelligence and Data Science,7.72,82.93,95.46,83,47.0,Excellent,No,0,0,4,0
Student_447,REG20260447,Other,7.39,89.59,81.8,70,45.0,Good,Yes,1,1,0,1
Student_448,REG20260448,Civil Engineering,6.13,85.75,86.89,86,58.0,Average,No,0,2,0,0
Student_449,REG20260449,Information Technology,6.91,80.51,89.62,81,38.0,Average,No,0,2,0,0
Student_450,REG20260450,Computer Science and Engineering,7.37,57.29,91.34,97,80.0,Average,Yes,0,1,2,0
Student_451,REG20260451,Civil Engineering,5.88,74.55,71.99,59,52.0,,Yes,1,3,0,0
Student_452,REG20260452,Electrical and Electronics Engineering,6.45,84.02,57.2,58,77.0,Good,No,3,2,0,0
Student_453,REG20260453,Electronics and Communication Engineering,8.07,84.13,72.28,87,67.0,Good,Yes,5,3,0,1
Student_454,REG20260454,Artificial Intelligence and Data Science,8.66,71.04,83.97,99,44.0,Poor,Yes,0,0,0,0
Student_455,REG20260455,Computer Science and Engineering,9.79,95.49,74.37,50,93.0,Good,No,1,3,0,1
Student_456,REG20260456,Electronics and Communication Engineering,9.51,62.2,87.21,79,65.0,Good,No,2,2,0,1
Student_457,REG20260457,Computer Science and Engineering,8.26,76.52,70.35,42,62.0,Average,No,0,0,0,0
Student_458,REG20260458,Electronics and Communication Engineering,7.31,84.71,82.29,62,94.0,Good,Yes,1,0,0,1
Student_459,REG20260459,Computer Science and Engineering,8.24,84.98,63.02,46,37.0,Average,No,1,3,0,0
Student_460,REG20260460,Computer Science and Engineering,8.88,82.89,87.22,62,89.0,Excellent,No,0,0,0,1
Student_461,REG20260461,Computer Science and Engineering,6.01,66.84,78.46,100,48.0,Good,No,1,1,0,0
Student_462,REG20260462,Electrical and Electronics Engineering,7.26,61.72,63.77,46,92.0,Good,No,0,1,2,0
Student_463,REG20260463,Mechanical Engineering,9.11,82.35,67.55,85,49.0,Good,No,1,2,2,0
Student_464,REG20260464,Electrical and Electronics Engineering,7.15,80.77,87.19,73,36.0,Excellent,No,0,3,0,0
Student_465,REG20260465,Other,7.96,62.71,75.75,81,58.0,Good,Yes,0,1,0,0
Student_466,REG20260466,Information Technology,8.03,85.32,64.29,58,98.0,Average,No,0,1,0,1
Student_467,REG20260467,Information Technology,6.29,74.57,96.59,97,58.0,Good,No,2,4,0,0
Student_468,REG20260468,Artificial Intelligence and Data Science,7.06,83.71,85.75,48,61.0,Average,No,1,2,0,0
Student_469,REG20260469,Computer Science and Engineering,6.94,91.01,96.16,87,71.0,Average,Yes,1,3,0,1
Student_470,REG20260470,Other,5.61,62.3,73.37,90,73.0,Excellent,Yes,1,1,2,0
Student_471,REG20260471,Computer Science and Engineering,5.6,55.82,75.43,57,97.0,Good,No,1,1,1,0
Student_472,REG20260472,Other,9.08,88.5,93.61,80,60.0,Average,No,0,1,0,1
Student_473,REG20260473,Computer Science and Engineering,6.67,81.22,77.58,87,99.0,Average,No,1,2,0,1
Student_474,REG20260474,Artificial Intelligence and Data Science,7.73,85.08,85.41,84,38.0,Average,Yes,0,0,2,0
Student_475,REG20260475,Electronics and Communication Engineering,,91.04,65.84,81,63.0,Average,Yes,0,1,2,0
Student_476,REG20260476,Other,9.54,89.52,74.21,64,35.0,Average,No,1,0,3,0
Student_477,REG20260477,Computer Science and Engineering,6.61,96.32,60.31,91,84.0,Good,No,0,1,0,0
Student_478,REG20260478,Electrical and Electronics Engineering,7.35,78.05,63.86,53,45.0,Average,No,0,2,0,0
Student_479,REG20260479,Other,9.25,76.01,55.04,83,93.0,Good,No,1,0,0,1
Student_480,REG20260480,Electronics and Communication Engineering,9.12,72.28,56.69,64,96.0,Average,No,1,2,0,1
Student_481,REG20260481,Electrical and Electronics Engineering,6.3,61.61,97.02,58,70.0,Excellent,No,1,3,0,0
Student_482,REG20260482,Mechanical Engineering,8.95,79.62,65.42,78,90.0,Average,No,1,1,0,1
Student_483,REG20260483,Electronics and Communication Engineering,7.47,66.91,83.52,94,55.0,Poor,No,1,2,2,0
Student_484,REG20260484,Electrical and Electronics Engineering,7.58,94.62,91.08,54,47.0,Poor,No,1,4,1,0
Student_485,REG20260485,Electrical and Electronics Engineering,6.07,80.08,78.68,55,43.0,Good,Yes,0,4,0,1
Student_486,REG20260486,Artificial Intelligence and Data Science,5.85,80.49,61.59,66,45.0,Good,No,0,1,2,0
Student_487,REG20260487,Computer Science and Engineering,8.63,70.26,86.31,79,35.0,Average,Yes,1,0,0,1
Student_488,REG20260488,Information Technology,7.63,57.24,80.81,49,90.0,Average,No,0,0,1,0
Student_489,REG20260489,Other,7.38,56.36,86.44,43,65.0,Poor,No,4,2,0,0
Student_490,REG20260490,Artificial Intelligence and Data Science,8.64,73.2,88.1,90,71.0,Good,Yes,2,2,0,1
Student_491,REG20260491,Electronics and Communication Engineering,8.79,58.64,96.94,58,81.0,Good,No,0,2,0,0
Student_492,REG20260492,Electrical and Electronics Engineering,6.18,81.09,79.66,67,81.0,Average,Yes,0,1,0,1
Student_493,REG20260493,Information Technology,8.12,92.88,69.69,60,92.0,Average,No,0,0,0,1
Student_494,REG20260494,Computer Science and Engineering,6.08,92.97,82.88,98,70.0,Average,No,0,2,0,0
Student_495,REG20260495,Electronics and Communication Engineering,8.73,83.34,57.94,86,66.0,Average,Yes,0,1,4,0
Student_496,REG20260496,Information Technology,8.32,64.08,93.59,53,98.0,Good,No,1,2,0,0
Student_497,REG20260497,Electrical and Electronics Engineering,9.61,92.11,60.13,72,76.0,Average,Yes,2,1,0,1
Student_498,REG20260498,Computer Science and Engineering,5.8,93.1,69.1,87,82.0,Average,Yes,1,1,0,0
Student_499,REG20260499,Other,5.75,63.46,90.08,49,64.0,Average,No,0,1,0,0
Student_500,REG20260500,Other,6.71,86.71,80.68,58,55.0,Excellent,No,0,1,0,0
Student_501,REG20260501,Mechanical Engineering,6.63,67.32,71.93,69,94.0,Excellent,Yes,1,1,1,0
Student_502,REG20260502,Electronics and Communication Engineering,6.56,89.51,75.36,61,47.0,Average,No,2,0,0,0
Student_503,REG20260503,Information Technology,9.4,97.88,91.75,42,35.0,Average,No,2,1,0,0
Student_504,REG20260504,Civil Engineering,6.57,56.29,69.62,76,99.0,Average,No,3,0,1,0
Student_505,REG20260505,Mechanical Engineering,6.67,93.59,92.39,80,67.0,Good,Yes,1,0,0,1
Student_506,REG20260506,Computer Science and Engineering,8.77,81.77,58.79,57,72.0,,No,1,2,0,0
Student_507,REG20260507,Artificial Intelligence and Data Science,7.43,96.86,88.4,50,59.0,Good,No,0,1,2,0
Student_508,REG20260508,Civil Engineering,8.84,75.0,91.44,87,60.0,Good,No,1,2,0,0
Student_509,REG20260509,Artificial Intelligence and Data Science,5.78,91.44,62.82,41,93.0,Excellent,No,0,2,0,0
Student_510,REG20260510,Mechanical Engineering,7.6,57.68,73.5,51,67.0,Average,No,1,2,2,0
Student_511,REG20260511,Electrical and Electronics Engineering,5.64,69.42,62.12,93,75.0,Good,Yes,1,4,0,1
Student_512,REG20260512,Electronics and Communication Engineering,,57.88,85.38,45,64.0,Good,No,0,0,0,0
Student_513,REG20260513,Artificial Intelligence and Data Science,9.4,96.94,78.02,82,91.0,Average,No,0,2,3,0
Student_514,REG20260514,Artificial Intelligence and Data Science,6.1,90.13,82.32,98,83.0,Average,No,0,4,0,1
Student_515,REG20260515,Computer Science and Engineering,7.79,91.66,63.45,79,82.0,Average,No,0,3,0,1
Student_516,REG20260516,Computer Science and Engineering,7.27,95.33,64.11,83,83.0,Average,No,0,0,1,0
Student_517,REG20260517,Information Technology,6.99,58.66,56.78,68,81.0,Average,No,0,1,1,0
Student_518,REG20260518,Civil Engineering,9.37,71.58,68.85,98,90.0,Good,No,0,0,0,1
Student_519,REG20260519,Other,5.59,58.05,79.07,69,99.0,Average,Yes,0,2,0,1
Student_520,REG20260520,Computer Science and Engineering,8.35,64.06,91.89,41,46.0,Excellent,No,4,2,1,0
